"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Eif54",8.29261410042504e-10,0.119606788371913,1,0.992,2.97290215500238e-06,"50","Eif5",0.00800000000000001,0.00578235259400618
"Sh3glb18",8.96978549292155e-10,0.107423500467631,1,0.925,3.21566809921238e-06,"50","Sh3glb1",0.075,0.0551415541924608
"Cox5a8",9.23726143423461e-10,0.123930895426086,1,0.999,3.31155822417311e-06,"50","Cox5a",0.001,0.000721527917459226
"Srm10",1.03116007298835e-09,0.14207894547151,1,0.785,3.69670886166323e-06,"50","Srm",0.215,0.164075925745625
"Mkrn110",1.04832797113881e-09,0.171683201009502,1,0.89,3.75825577653264e-06,"50","Mkrn1",0.11,0.081613765553652
"Ybx114",1.36248982192718e-09,0.197258566552268,1,1,4.88452601160895e-06,"50","Ybx1",0,0
"Nt5c38",1.50820512308864e-09,0.108276767686721,1,0.876,5.40691536627278e-06,"50","Nt5c3",0.124,0.0923401721467105
"Sod14",1.71559524289445e-09,0.123884695042658,1,0.935,6.1504089457766e-06,"50","Sod1",0.0649999999999999,0.0476664336303143
"Psma712",1.95500090348599e-09,0.122223181837816,1,0.999,7.00867823899728e-06,"50","Psma7",0.001,0.000721527917459226
"Ube2l610",2.11763663877547e-09,0.141594872534436,1,0.683,7.59172735001005e-06,"50","Ube2l6",0.317,0.248964823332138
"Dek8",2.6316909367136e-09,0.190874998745766,1,0.972,9.43461200811826e-06,"50","Dek",0.028,0.0203404482841756
"St3gal59",3.39588728296457e-09,0.10907656371097,1,0.444,1.2174255909428e-05,"50","St3gal5",0.556,0.469929257774916
"Tubb511",4.63327859700958e-09,0.213828347923641,1,0.984,1.66103037702794e-05,"50","Tubb5",0.016,0.0115879742752118
"Snrpf8",1.23597581385386e-08,0.114057038279193,1,0.999,4.43097329266608e-05,"50","Snrpf",0.001,0.000721527917459226
"Cdk415",1.26258152121762e-08,0.165049360837435,1,0.985,4.52635475356516e-05,"50","Cdk4",0.015,0.0108609926317669
"Cd826",1.35110150915005e-08,0.101592261497287,1,0.628,4.84369891030292e-05,"50","Cd82",0.372,0.29689930039584
"Rpl36al12",1.42347170674734e-08,0.138017064193198,1,0.999,5.10314606868921e-05,"50","Rpl36al",0.001,0.000721527917459226
"Rps227",2.7494538760867e-08,0.263585004699478,1,1,9.85679214577081e-05,"50","Rps2",0,0
"Nap1l15",4.84741037715301e-08,0.102795932558761,1,0.994,0.000173779662020936,"50","Nap1l1",0.00600000000000001,0.00433459026389112
"Hbb-bs10",5.88471781671392e-08,0.225196859351095,0.988,0.771,0.000210967133729194,"50","Hbb-bs",0.217,0.166753544810372
"Set10",7.27665234682965e-08,0.154516113471493,1,0.983,0.000260867986633843,"50","Set",0.017,0.012315322433239
"Eef1g16",9.14212871355439e-08,0.172447072268812,1,1,0.000327745314380925,"50","Eef1g",0,0
"Rpl7a11",1.33290802629802e-07,0.148071640636262,1,1,0.000477847527427841,"50","Rpl7a",0,0
"Rplp013",3.75564960364041e-07,0.204761054840789,1,1,0.00134640038290509,"50","Rplp0",0,0
"Rplp114",4.5811836129236e-07,0.237943063726435,1,1,0.00164235432523311,"50","Rplp1",0,0
"Nop1011",5.89113200088677e-07,0.13243777615676,1,0.992,0.00211197082231791,"50","Nop10",0.00800000000000001,0.00578235259400618
"Mcm74",8.10675613390186e-07,0.123137958479782,1,0.917,0.00290627207400382,"50","Mcm7",0.083,0.0611496629939365
"H2az112",8.8576133824702e-07,0.196268698039726,1,0.93,0.00317545439761557,"50","H2az1",0.07,0.0513991525066441
"Rpl812",7.18729140662212e-06,0.173474126801201,1,1,0.0257664396927403,"50","Rpl8",0,0
"Rpl4112",1.03991215624611e-05,0.191829593811658,1,1,0.0372808508014229,"50","Rpl41",0,0
"Hnrnpa2b19",1.25708694453679e-05,0.108702734462626,1,0.999,0.0450665669616439,"50","Hnrnpa2b1",0.001,0.000721527917459226
"Ftl115",1.51840204516816e-05,0.14432158795048,1,1,0.0544347133192785,"50","Ftl1",0,0
"Rps1215",3.22315592864685e-05,0.161233108903054,1,1,0.115550140041989,"50","Rps12",0,0
"Rpl511",0.00010098717708568,0.118025480118202,1,1,0.362039029852164,"50","Rpl5",0,0
"Ldha10",0.000124763672350333,0.10677830866745,1,0.999,0.447277765375945,"50","Ldha",0.001,0.000721527917459226
"Eif4a110",0.000384595950861868,0.103192326047342,1,1,1,"50","Eif4a1",0,0
"Rps109",0.0008581558441474,0.108504848623305,1,1,1,"50","Rps10",0,0
"Hsp90ab115",0.00274060311043741,0.135068697494391,1,1,1,"50","Hsp90ab1",0,0
"Cavin2",9.08159450678756e-20,0.143663823360119,1,0.039,3.25575163068334e-16,"53","Cavin2",0.961,0.944804345757875
"Rab27b",1.22852867978366e-19,0.106491114869396,1,0.037,4.40427531702441e-16,"53","Rab27b",0.963,0.947584105848861
"Gp1bb",1.23158932552673e-19,0.21070218952009,1,0.058,4.41524773201331e-16,"53","Gp1bb",0.942,0.918660372548061
"Gp9",1.27010015378048e-19,0.120154915185178,1,0.07,4.55330905130302e-16,"53","Gp9",0.93,0.902389203373578
"Gp5",1.63237226417551e-19,0.141135831340687,1,0.102,5.85205456706922e-16,"53","Gp5",0.898,0.859875776090929
"Itga2b3",2.94122832713142e-19,0.425562988416615,1,0.261,1.05443035527661e-15,"53","Itga2b",0.739,0.665431724333867
"F2r",4.06020628191037e-19,0.16564910897555,1,0.187,1.45558395206487e-15,"53","F2r",0.813,0.75268006502018
"Tuba8",9.06917274075134e-19,0.102325380199468,1,0.241,3.25129842755936e-15,"53","Tuba8",0.759,0.68849688453173
"Slc14a12",1.04528501397468e-18,0.244662692418704,1,0.293,3.74734677509922e-15,"53","Slc14a1",0.707,0.629277724851833
"Pbx11",1.19721808667371e-18,0.414805200394143,1,0.293,4.29202684072525e-15,"53","Pbx1",0.707,0.629277724851833
"Nrgn1",2.49084706000393e-18,0.29767452002785,1,0.39,8.92968671011408e-15,"53","Nrgn",0.61,0.524915117051217
"Pf41",2.49203371132613e-18,1.53152788533111,1,0.443,8.93394085510417e-15,"53","Pf4",0.557,0.470928700170889
"Tmem40",4.23762191853737e-18,0.114861267308343,1,0.394,1.51918745779565e-14,"53","Tmem40",0.606,0.520769438793664
"Plek3",5.27228247278354e-18,0.256429070483045,1,0.568,1.8901132664929e-14,"53","Plek",0.432,0.351074440546879
"Fli1",5.30309851700316e-18,0.140923928040513,1,0.564,1.90116081834563e-14,"53","Fli1",0.436,0.354759487354735
"Rabgap1l1",7.00884196329462e-18,0.213786078851345,1,0.767,2.51266984384112e-14,"53","Rabgap1l",0.233,0.17869796011047
"Rap1b3",7.04697217603882e-18,0.576484226562608,1,0.977,2.52633952510992e-14,"53","Rap1b",0.023,0.0166871289328792
"Unc1191",8.4826226152908e-18,0.206628496985215,1,0.714,3.04102020758175e-14,"53","Unc119",0.286,0.222632890549587
"Rgs182",9.33747525355065e-18,0.278471488728108,1,0.862,3.34748487839791e-14,"53","Rgs18",0.138,0.103146927103293
"Fermt31",1.0720606487229e-17,0.245443781732863,1,0.976,3.84333742567158e-14,"53","Fermt3",0.024,0.0174170530774094
"Pdcd42",1.34705225127076e-17,0.427464793398131,1,0.85,4.82918232080569e-14,"53","Pdcd4",0.15,0.112474729258412
"Cited2",1.5212431184961e-17,0.15753439958109,1,0.806,5.45365657980852e-14,"53","Cited2",0.194,0.147202107181229
"Lims1",1.82507451153712e-17,0.190862703140283,1,0.76,6.54289212386058e-14,"53","Lims1",0.24,0.184424571137428
"Zeb21",1.99256669865959e-17,0.18138371554853,1,0.773,7.14335161469463e-14,"53","Zeb2",0.227,0.173807463763398
"Serpina3g5",2.06415873141003e-17,0.25674674442997,1,0.611,7.40000905210494e-14,"53","Serpina3g",0.389,0.312043505955518
"Mef2c4",2.5687451902641e-17,0.400953726817432,1,0.769,9.20895150709681e-14,"53","Mef2c",0.231,0.177065951971628
"Meis13",3.59866022855582e-17,0.169462426668048,1,0.416,1.29011969193726e-13,"53","Meis1",0.584,0.49817873457909
"Ldha12",5.47026239773339e-17,0.436744675747972,1,0.999,1.96108906958742e-13,"53","Ldha",0.001,0.000721527917459226
"Cd913",5.47739017713501e-17,0.425601249488461,1,0.677,1.9636443785029e-13,"53","Cd9",0.323,0.254117311097741
"H2-Q71",1.06592787377008e-16,0.123562581288689,1,0.671,3.82135142746573e-13,"53","H2-Q7",0.329,0.259288266600899
"Polr2e1",1.29998956495522e-16,0.12118376113709,1,0.957,4.66046259036445e-13,"53","Polr2e",0.043,0.0313562440352833
"Ccnd24",2.01392613496279e-16,0.247043656890131,1,0.892,7.21992519384159e-13,"53","Ccnd2",0.108,0.0800879113226918
"Fyb4",2.75852342936884e-16,0.142462376725142,1,0.602,9.88930649428728e-13,"53","Fyb",0.398,0.320125852253377
"Lat",4.8109247969666e-16,0.105199953252344,1,0.289,1.72471653971253e-12,"53","Lat",0.711,0.633747736300436
"Gata24",6.62180390927525e-16,0.149208108489865,1,0.538,2.37391670147518e-12,"53","Gata2",0.462,0.37894449670026
"Dapp16",1.13620835485525e-15,0.209601295355378,1,0.923,4.07330695215608e-12,"53","Dapp1",0.077,0.0566412373221898
"Galk1",1.89433715298674e-15,0.108259924660254,1,0.744,6.79119869345746e-12,"53","Galk1",0.256,0.197599959885161
"Etfb6",2.16337607106177e-15,0.252908593445991,1,0.996,7.75570321475645e-12,"53","Etfb",0.004,0.00288827932482635
"Elf1",2.85070440400721e-15,0.152811932521552,1,0.964,1.02197752883658e-11,"53","Elf1",0.036,0.0262050703473939
"Angpt13",2.69375836685447e-14,0.108642854293841,1,0.506,9.65712374517326e-11,"53","Angpt1",0.494,0.409278229990159
"Hmgb39",4.85838805252476e-14,0.198481494815427,1,0.902,1.74173211683013e-10,"53","Hmgb3",0.098,0.0724827538015235
"Gpx47",1.4634263255066e-13,0.180753786352854,1,1,5.24638337694118e-10,"53","Gpx4",0,0
"H1f02",3.26750075182571e-13,0.119013039169702,1,0.616,1.17139901952952e-09,"53","H1f0",0.384,0.307572801910292
"Hnrnpd3",3.41891715243996e-13,0.118663625286849,1,0.955,1.22568179914973e-09,"53","Hnrnpd",0.045,0.0328313924673725
"G3bp15",2.03575191429641e-12,0.142740263904151,1,0.982,7.29817061275262e-09,"53","G3bp1",0.018,0.0130430374755988
"Adgrg15",4.42347671477545e-12,0.124671553701907,1,0.752,1.585816402247e-08,"53","Adgrg1",0.248,0.190997225060914
"Cct78",4.79800091996177e-12,0.133928876771858,1,0.996,1.7200833298063e-08,"53","Cct7",0.004,0.00288827932482635
"Ctla2a7",6.01778982226886e-12,0.227128296133584,1,0.787,2.15737765128339e-08,"53","Ctla2a",0.213,0.162460365620596
"Rpn14",1.83641347930518e-11,0.108734270212773,1,0.976,6.58354232330906e-08,"53","Rpn1",0.024,0.0174170530774094
"Nucks13",3.15589039663728e-11,0.119179177328652,1,0.932,1.13138670719446e-07,"53","Nucks1",0.0679999999999999,0.0499049058263139
"Vamp58",7.59699403656198e-11,0.139458922587047,1,0.829,2.72352236210747e-07,"53","Vamp5",0.171,0.128944924913371
"Bola24",1.440923367327e-10,0.109160041185384,1,0.982,5.16571027186728e-07,"53","Bola2",0.018,0.0130430374755988
"Hspa59",1.80642823740343e-10,0.174761134794492,1,0.989,6.4760452310913e-07,"53","Hspa5",0.011,0.00795672382834308
"Nt5c39",2.00782676417572e-10,0.113511920432897,1,0.876,7.19805894956995e-07,"53","Nt5c3",0.124,0.0923401721467105
"Prdx113",2.11367817367525e-10,0.160962297466158,1,0.999,7.57753625262577e-07,"53","Prdx1",0.001,0.000721527917459226
"Apoe9",2.35501140047961e-10,0.360935946066562,1,0.82,8.4427158707194e-07,"53","Apoe",0.18,0.136061549576029
"Lmo29",2.5272883325486e-10,0.16818001704373,1,0.984,9.06032867218674e-07,"53","Lmo2",0.016,0.0115879742752118
"Pdia34",7.7750433418286e-10,0.128542752518238,1,0.983,2.78735303804555e-06,"53","Pdia3",0.017,0.012315322433239
"Hdgf11",1.00819331343057e-09,0.135111385031763,1,0.996,3.61437302864861e-06,"53","Hdgf",0.004,0.00288827932482635
"Hsp90b18",1.51636738987739e-09,0.126799739325703,1,0.974,5.43617709271044e-06,"53","Hsp90b1",0.026,0.0188780102056895
"Cct39",2.80510093619685e-09,0.12366922185002,1,0.963,1.00562868562657e-05,"53","Cct3",0.037,0.0269398271959158
"Nop588",3.98764241631866e-09,0.102136773066351,0.992,0.895,1.42956980625024e-05,"53","Nop58",0.097,0.0720197990096268
"Sumo22",5.24282568120671e-09,0.112956260079432,1,0.997,1.87955300671261e-05,"53","Sumo2",0.003,0.00216566721811454
"Dctpp16",7.89435544351712e-09,0.138646623657201,1,0.94,2.83012642650089e-05,"53","Dctpp1",0.0600000000000001,0.0439433475875972
"H2az114",8.59046563224972e-09,0.249025915971419,1,0.93,3.07968192916153e-05,"53","H2az1",0.07,0.0513991525066441
"Nap1l16",1.48292030710661e-08,0.122639690716455,1,0.994,5.31626930097721e-05,"53","Nap1l1",0.00600000000000001,0.00433459026389112
"Atp5k11",1.54431702894403e-08,0.100455562853526,1,0.996,5.53637654876435e-05,"53","Atp5k",0.004,0.00288827932482635
"Serbp114",1.60849545651074e-08,0.17317656494476,1,1,5.76645621159099e-05,"53","Serbp1",0,0
"Set12",2.39578496979347e-08,0.166085924503469,1,0.983,8.58888911670959e-05,"53","Set",0.017,0.012315322433239
"Srm12",2.57469768855083e-08,0.123217052851133,0.992,0.784,9.23029121345473e-05,"53","Srm",0.208,0.159102032147776
"Anp32b12",2.80639064628295e-08,0.160999053791673,1,0.997,0.000100609104669244,"53","Anp32b",0.003,0.00216566721811454
"Ifitm317",7.56007580402327e-08,0.124222051114662,1,0.991,0.000271028717574234,"53","Ifitm3",0.00900000000000001,0.00650677894158448
"Rps814",1.55164900397598e-07,0.183533707868093,1,1,0.000556266167925387,"53","Rps8",0,0
"Cct811",1.67201088974408e-07,0.102261668879694,1,0.992,0.000599415903973252,"53","Cct8",0.00800000000000001,0.00578235259400618
"Nhp213",1.80092041327108e-07,0.126138413275686,1,0.971,0.000645629968157681,"53","Nhp2",0.029,0.0210722236186012
"Eif5a15",4.34191908039315e-07,0.204107432675913,1,0.999,0.00155657799032095,"53","Eif5a",0.001,0.000721527917459226
"Ncl14",9.67517866235527e-07,0.168166031941338,1,1,0.00346855155045436,"53","Ncl",0,0
"Atp5b13",9.67517866235527e-07,0.14651341691964,1,1,0.00346855155045436,"53","Atp5b",0,0
"Rpl613",1.00136184362327e-06,0.138720831194916,1,1,0.00358988220938943,"53","Rpl6",0,0
"Hspd111",1.13200277711005e-06,0.10229906030193,1,0.94,0.00405822995593954,"53","Hspd1",0.0600000000000001,0.0439433475875972
"Nop1013",1.30048773249564e-06,0.131158168641869,1,0.992,0.00466224852099686,"53","Nop10",0.00800000000000001,0.00578235259400618
"Eif4a111",1.37077331054594e-06,0.112312333385323,1,1,0.00491422231830719,"53","Eif4a1",0,0
"Rps1714",2.10526684056574e-06,0.157725478711319,1,1,0.00754738162342818,"53","Rps17",0,0
"Slc25a517",3.67056405940804e-06,0.191220906218718,1,0.999,0.0131589721529778,"53","Slc25a5",0.001,0.000721527917459226
"Rpl513",4.47566686859161e-06,0.130213972286998,1,1,0.0160452657239009,"53","Rpl5",0,0
"Ran17",4.86005624264014e-06,0.179512765462904,1,0.998,0.0174233016298649,"53","Ran",0.002,0.00144341686966884
"Hsp90aa112",5.02479494138922e-06,0.15499538733657,1,0.998,0.0180138898648804,"53","Hsp90aa1",0.002,0.00144341686966884
"Rpl3811",6.21063576507269e-06,0.120001843848222,1,1,0.0222651292177856,"53","Rpl38",0,0
"Mif14",6.6325500117374e-06,0.159639722506815,1,0.979,0.0237776917920786,"53","Mif",0.021,0.015228387614575
"Nme113",1.0071897017778e-05,0.116769641515288,1,0.986,0.036107750808734,"53","Nme1",0.014,0.0101343771337131
"Ranbp116",1.36088711358089e-05,0.136234148105836,1,0.989,0.0487878030218747,"53","Ranbp1",0.011,0.00795672382834308
"Ppia17",3.85969957612617e-05,0.155258016698671,1,1,0.138370229804123,"53","Ppia",0,0
"Ptma18",7.26521310199052e-05,0.16576601439368,1,1,0.26045788970636,"53","Ptma",0,0
"Ybx116",8.75403230410201e-05,0.112992594108533,1,1,0.313832058102057,"53","Ybx1",0,0
"Rps3a116",0.000222763697129337,0.153163816002649,1,0.999,0.798607854208672,"53","Rps3a1",0.001,0.000721527917459226
"Npm116",0.000374736905644288,0.117598143048948,1,1,1,"53","Npm1",0,0
"Rpl1812",0.00040512800132121,0.110132029800855,1,1,1,"53","Rpl18",0,0
"Tmsb4x28",0.00101995291890711,0.226266980914641,1,1,1,"53","Tmsb4x",0,0
"Rpl3613",0.00131536227762928,0.110195721248885,1,1,1,"53","Rpl36",0,0
"Rpl814",0.0013468785822811,0.115197851365599,1,1,1,"53","Rpl8",0,0
"Rack113",0.00151803146094496,0.102093987340645,1,0.995,1,"53","Rack1",0.005,0.00361125355237883
"Rpl2617",0.00358278471741955,0.117091349994995,1,0.999,1,"53","Rpl26",0.001,0.000721527917459226
"Rpl3913",0.0037449097131419,0.106126539983717,1,1,1,"53","Rpl39",0,0
"Rpl4114",0.00588482764368936,0.107187922401001,1,1,1,"53","Rpl41",0,0
"Rps4x15",0.00862265348556632,0.127457317527029,1,1,1,"53","Rps4x",0,0
"Flt31",2.26106023811431e-18,0.176786718238437,1,0.295,8.10590095363981e-15,"57","Flt3",0.705,0.627047902088171
"Gpr171",9.0765724084451e-18,0.124633178944782,1,0.392,3.25395120842757e-14,"57","Gpr171",0.608,0.522840788813359
"Egfl71",1.00616093254775e-17,0.126472686176284,1,0.655,3.60708694318368e-14,"57","Egfl7",0.345,0.273168782967507
"Dntt7",1.09203845233432e-17,0.437749820593049,1,0.505,3.91495785161854e-14,"57","Dntt",0.495,0.410236513015023
"Wfdc175",1.48678519260875e-17,0.260596461343612,0.986,0.39,5.33012491550236e-14,"57","Wfdc17",0.596,0.514780739917504
"Myl103",2.94883007574276e-17,0.180223648268936,0.993,0.443,1.05715558215378e-13,"57","Myl10",0.55,0.46587041034786
"Satb1",4.81990337749659e-17,0.109102616611334,1,0.323,1.72793536083253e-13,"57","Satb1",0.677,0.59618693838341
"Tspan136",1.34343830632097e-16,0.203351661672207,1,0.889,4.81622632816069e-13,"57","Tspan13",0.111,0.0823772982737175
"Macroh2a113",2.47989082863834e-16,0.512736656298093,1,0.8,8.89040862066846e-13,"57","Macroh2a1",0.2,0.15200309344505
"Mtdh",1.10565726929546e-15,0.120113660896748,1,0.999,3.96378131042423e-12,"57","Mtdh",0.001,0.000721527917459226
"Sox46",1.32733350243382e-15,0.248653496813503,1,0.835,4.75849060622526e-12,"57","Sox4",0.165,0.124219936931512
"Cd3411",4.20947253522845e-15,0.256836093554238,1,0.824,1.5090959038794e-11,"57","Cd34",0.176,0.132894270497345
"Tsc22d14",1.36316463767314e-14,0.139457068633009,1,0.756,4.8869452260582e-11,"57","Tsc22d1",0.244,0.187707155126729
"Cd272",1.74338579070216e-14,0.118629349037203,1,0.699,6.25003805966725e-11,"57","Cd27",0.301,0.235314147477867
"Pim16",2.97858696753043e-14,0.147675069524569,1,0.817,1.06782342785966e-10,"57","Pim1",0.183,0.138441580427971
"Tcf41",3.27974566243793e-14,0.114221471697276,0.993,0.507,1.175788819984e-10,"57","Tcf4",0.486,0.403262293241234
"Mef2c5",6.44914889239742e-14,0.22398410170957,1,0.769,2.31201987792448e-10,"57","Mef2c",0.231,0.177065951971628
"Ramp115",8.70180905791158e-14,0.236743650566412,1,0.951,3.1195985472613e-10,"57","Ramp1",0.049,0.0357862220530607
"H2-DMa8",4.90477222926941e-13,0.132628979382934,1,0.921,1.75836084419308e-09,"57","H2-DMa",0.079,0.0581424809965599
"Ifi2032",1.35882917255582e-11,0.100880381619135,0.993,0.602,4.87140258361263e-08,"57","Ifi203",0.391,0.315067562430348
"Lmo210",1.97434164933522e-11,0.169525322365462,1,0.983,7.07801481286676e-08,"57","Lmo2",0.017,0.012315322433239
"Ptprcap12",2.44141177382389e-11,0.219586938937001,1,0.977,8.75246120915863e-08,"57","Ptprcap",0.023,0.0166871289328792
"Rpl320",1.72755563758479e-10,0.228419516296594,1,1,6.19328696074148e-07,"57","Rpl3",0,0
"Emb12",1.32817182290703e-09,0.163333817844192,1,0.883,4.7614959851217e-06,"57","Emb",0.117,0.0869670000478588
"Tmem176b12",1.97405117190261e-09,0.10291582065831,1,0.929,7.07697345127085e-06,"57","Tmem176b",0.071,0.0521468566129836
"Psmb815",2.57764958471244e-09,0.151118402983292,1,0.993,9.2408737611941e-06,"57","Psmb8",0.00700000000000001,0.00505828982302899
"Rps2816",1.77820424042695e-08,0.173596398936926,1,1,6.37486220193062e-05,"57","Rps28",0,0
"Calm27",6.99408218251326e-08,0.109729533781867,1,1,0.000250737846243101,"57","Calm2",0,0
"Rps1815",1.17039809566697e-07,0.19182983434687,1,1,0.00041958771729661,"57","Rps18",0,0
"Rpl913",1.43832731239014e-07,0.156376670510261,1,1,0.000515640341491864,"57","Rpl9",0,0
"Eef1a115",1.55164900397598e-07,0.247479648155692,1,1,0.000556266167925387,"57","Eef1a1",0,0
"Irf88",2.67416877279647e-07,0.138151115966829,0.939,0.75,0.000958689505047534,"57","Irf8",0.189,0.147957881387101
"Rps314",5.89204699170895e-07,0.157151927478548,1,1,0.00211229884652766,"57","Rps3",0,0
"Rpl3615",8.25672172327945e-07,0.152806564763776,1,1,0.00296003473779568,"57","Rpl36",0,0
"Rps516",1.07441769647362e-06,0.175400803209989,1,1,0.00385178744185792,"57","Rps5",0,0
"Rps1918",1.13200277711005e-06,0.180256784249839,1,1,0.00405822995593954,"57","Rps19",0,0
"Rps4x18",1.71476799487607e-06,0.18353847299633,1,1,0.0061474432616307,"57","Rps4x",0,0
"Rpl1316",2.57971241071061e-06,0.158889614871737,1,1,0.00924826899239753,"57","Rpl13",0,0
"Rps615",3.793450020706e-06,0.167621009653967,1,1,0.013599518324231,"57","Rps6",0,0
"Tmsb1015",4.19068976104203e-06,0.265998121544554,1,0.991,0.0150236227933357,"57","Tmsb10",0.00900000000000001,0.00650677894158448
"Rpl1015",6.11384219028432e-06,0.113506791567762,1,1,0.0219181242521693,"57","Rpl10",0,0
"Rpl3217",8.18035708598133e-06,0.183444048766644,1,1,0.0293265801532431,"57","Rpl32",0,0
"Rpl615",1.16177500028043e-05,0.115572499920525,1,1,0.0416496337600532,"57","Rpl6",0,0
"Rpl1711",1.69390235661009e-05,0.143250818094513,1,1,0.0607263994844717,"57","Rpl17",0,0
"Rpl3916",2.45286307541508e-05,0.162142133403807,1,1,0.0879351412536305,"57","Rpl39",0,0
"Crip113",2.52881573389547e-05,0.136046088137323,1,0.972,0.0906580440601526,"57","Crip1",0.028,0.0203404482841756
"Rpl10a10",3.37199201753773e-05,0.13776433535454,1,1,0.120885913828728,"57","Rpl10a",0,0
"Rpl1814",4.28443528616711e-05,0.117655304084711,1,1,0.153597005009091,"57","Rpl18",0,0
"Rps715",4.47773183400524e-05,0.131172176674848,1,1,0.160526686249088,"57","Rps7",0,0
"Rpl159",4.61245796930311e-05,0.106743837928839,1,1,0.165356618199517,"57","Rpl15",0,0
"Rpl23a12",9.13895755167486e-05,0.132278873016089,1,1,0.327631628227544,"57","Rpl23a",0,0
"Rpl36a14",0.00010534113480067,0.109834937096353,1,1,0.377647968260403,"57","Rpl36a",0,0
"Rplp016",0.000162617659255235,0.123677879207925,1,1,0.582984308430019,"57","Rplp0",0,0
"Rpl27a12",0.000643597188878531,0.12025702729166,1,1,1,"57","Rpl27a",0,0
"Rps2912",0.000739242068364539,0.100345232177102,1,1,1,"57","Rps29",0,0
"Rps2313",0.000995242676602269,0.112807599818052,1,1,1,"57","Rps23",0,0
"Rpl13a7",0.00111046140736633,0.160138188753626,1,1,1,"57","Rpl13a",0,0
"Rpsa16",0.00399847449255754,0.13060087263752,1,1,1,"57","Rpsa",0,0
"Rps1611",0.00523743412952094,0.1080403306242,1,1,1,"57","Rps16",0,0
