"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"S100a1118",1.19956131362183e-05,0.295842289490793,1,0.978,0.0430042730933425,"40","S100a11",0.022,0.0159575739029763
"Cnn217",3.12628165620733e-05,0.118213173123501,1,0.942,0.112077197375033,"40","Cnn2",0.0580000000000001,0.0424567992428949
"Serpinb1a13",4.61270026368595e-05,0.16262932810308,1,0.905,0.165365304453141,"40","Serpinb1a",0.095,0.0702090022814026
"Igkc15",5.57725487397902e-05,0.165248961927962,0.957,0.875,0.199944587232148,"40","Igkc",0.082,0.0617531603561981
"Ifitm315",0.000248168870524291,0.16400868102305,1,0.991,0.889685400829583,"40","Ifitm3",0.00900000000000001,0.00650677894158448
"Msrb116",0.000272358045946906,0.120941974508121,0.986,0.902,0.976403594719659,"40","Msrb1",0.084,0.0623483766678104
"Lcp117",0.000399937239956511,0.105604036772559,1,0.942,1,"40","Lcp1",0.0580000000000001,0.0424567992428949
"Ms4a310",0.0010666303969667,0.102360279302606,0.986,0.829,1,"40","Ms4a3",0.157,0.118810547779657
"Elane9",0.001071010753059,0.187538474346,1,0.968,1,"40","Elane",0.032,0.0232697793228473
"Rab383",1.240270837877e-15,0.117284539840695,0.986,0.583,4.44637095378905e-12,"41","Rab38",0.403,0.327204367391193
"Tmem176b13",2.52876672320252e-15,0.272458874424046,0.993,0.929,9.06562870268103e-12,"41","Tmem176b",0.0639999999999999,0.0470885667899544
"Tmem176a6",3.89995754882984e-15,0.117018444956729,0.993,0.738,1.3981347812555e-11,"41","Tmem176a",0.255,0.197513628024658
"Adgrg16",9.50544147683194e-15,0.192678228302143,1,0.751,3.40770076944425e-11,"41","Adgrg1",0.249,0.191820916228529
"Angpt14",9.59696028195277e-15,0.131267960192482,0.993,0.505,3.44051026108007e-11,"41","Angpt1",0.488,0.405178223191994
"Ifitm17",1.22687994309919e-14,0.315916804978862,0.993,0.862,4.39836459601061e-11,"41","Ifitm1",0.131,0.0980886372802642
"Ctla2a7",5.663350280132e-14,0.334953564082011,1,0.787,2.03031107542732e-10,"41","Ctla2a",0.213,0.162460365620596
"Nedd45",1.31583644660745e-13,0.111192118094559,1,0.901,4.71727366108771e-10,"41","Nedd4",0.099,0.073241468013535
"Tspan43",1.50452284759735e-13,0.100626545952375,0.979,0.667,5.39371440863649e-10,"41","Tspan4",0.312,0.247517508061095
"Cd349",2.13919512060956e-13,0.300384798059094,1,0.824,7.66901450738528e-10,"41","Cd34",0.176,0.132894270497345
"Dapp18",2.38601142627479e-13,0.187001640225735,0.993,0.923,8.5538509631951e-10,"41","Dapp1",0.07,0.0515829474991606
"Meis14",3.0150265114393e-13,0.113244891489798,0.993,0.414,1.08088700435099e-09,"41","Meis1",0.579,0.495159590029659
"Muc133",3.67605991782755e-12,0.106816471040591,0.986,0.631,1.31786748054118e-08,"41","Muc13",0.355,0.28410884081649
"Cd276",1.10153846098505e-10,0.127166440533198,1,0.699,3.94901538263141e-07,"41","Cd27",0.301,0.235314147477867
"Pim16",3.19840235594807e-10,0.189001906865761,1,0.818,1.14662724460738e-06,"41","Pim1",0.182,0.13764780046798
"Fkbp310",4.11939547000739e-10,0.114747374771866,1,0.993,1.47680327599765e-06,"41","Fkbp3",0.00700000000000001,0.00505828982302899
"Lmo211",5.24067177669937e-10,0.25091417430419,1,0.983,1.87878083194673e-06,"41","Lmo2",0.017,0.012315322433239
"Serpina3g6",5.57499509098278e-10,0.142906855748019,0.986,0.611,1.99863574011732e-06,"41","Serpina3g",0.375,0.301909128821805
"Sox46",6.22415225383764e-10,0.216283257696801,1,0.835,2.2313585830008e-06,"41","Sox4",0.165,0.124219936931512
"Fkbp1a8",1.07241047627894e-09,0.109396470516451,1,0.901,3.84459155745999e-06,"41","Fkbp1a",0.099,0.073241468013535
"Rbbp77",5.8048420230464e-09,0.12451959787631,1,0.918,2.08103586526213e-05,"41","Rbbp7",0.082,0.060397279643956
"Idh28",2.48614579579628e-08,0.111480019748254,1,0.952,8.91283267792967e-05,"41","Idh2",0.048,0.0350469470992006
"Phgdh12",2.53876844041444e-08,0.1279577453471,1,0.909,9.10148485888578e-05,"41","Phgdh",0.091,0.0671828972581493
"Cmtm713",2.01323099131785e-07,0.146913392272302,1,0.998,0.00072174331038745,"41","Cmtm7",0.002,0.00144341686966884
"Calm210",2.01323099131785e-07,0.109409382761231,1,1,0.00072174331038745,"41","Calm2",0,0
"Eif3e3",2.70355257161099e-07,0.112571901043221,1,1,0.000969223596922541,"41","Eif3e",0,0
"Rpl316",2.85645485840497e-07,0.279696451749356,1,1,0.00102403906673818,"41","Rpl3",0,0
"Igfbp49",4.34019515063304e-07,0.104030723382593,0.993,0.943,0.00155595996150194,"41","Igfbp4",0.05,0.0366558092537134
"Hsp90ab111",1.25658091623693e-06,0.204868743336964,1,1,0.0045048425847094,"41","Hsp90ab1",0,0
"Myl105",1.36682187198579e-06,0.116531436997295,0.869,0.446,0.00490005641106907,"41","Myl10",0.423,0.37019901679404
"Rps2812",1.4937204713999e-06,0.257044320982286,1,1,0.00535498788996863,"41","Rps28",0,0
"H3f3b10",1.93322073349457e-06,0.133586662626053,1,1,0.00693059632957803,"41","H3f3b",0,0
"Paics7",2.57668327518626e-06,0.116169978093874,1,0.941,0.00923740954154275,"41","Paics",0.0590000000000001,0.0431998819484235
"Psmb814",7.54572574804145e-06,0.129502377730246,1,0.993,0.0270514268067286,"41","Psmb8",0.00700000000000001,0.00505828982302899
"Rpl912",7.66558318301529e-06,0.229471265782928,1,1,0.0274811157111098,"41","Rpl9",0,0
"Ptprcap12",1.4039030510909e-05,0.170982926995628,1,0.977,0.0503299243816087,"41","Ptprcap",0.023,0.0166871289328792
"Rpl22l111",1.6927183378293e-05,0.133131503405079,1,1,0.0606839524111804,"41","Rpl22l1",0,0
"Ccnd24",3.12029491604127e-05,0.10823030848089,0.966,0.892,0.111862572740079,"41","Ccnd2",0.074,0.0553512330011856
"Rps4x13",3.97651573719839e-05,0.253686008216629,1,1,0.142558089178562,"41","Rps4x",0,0
"Eef1a112",3.97736480755266e-05,0.27163882237352,1,1,0.142588528350763,"41","Eef1a1",0,0
"Rps1912",5.19374307962857e-05,0.258351584104267,1,1,0.186195689404684,"41","Rps19",0,0
"Cdk412",6.75553342051764e-05,0.13437411473771,1,0.985,0.242185873125557,"41","Cdk4",0.015,0.0108609926317669
"Hspa812",7.05337940453166e-05,0.141316592572292,1,1,0.25286365165246,"41","Hspa8",0,0
"Rps1811",7.58312277123064e-05,0.262012163982148,1,1,0.271854951348618,"41","Rps18",0,0
"Rps512",0.000105406632526824,0.236449640997334,1,1,0.377882777608663,"41","Rps5",0,0
"Rpl612",0.000139506715552552,0.185213891430403,1,1,0.500131575255899,"41","Rpl6",0,0
"Rps3a112",0.000151687476276224,0.234238191126542,1,0.999,0.543799602450262,"41","Rps3a1",0.001,0.000721527917459226
"Eef1g11",0.000186561422899129,0.145514994109956,1,1,0.668822701093376,"41","Eef1g",0,0
"Macroh2a111",0.000224988796435056,0.247008101249924,0.979,0.801,0.806584835219677,"41","Macroh2a1",0.178,0.135973431141236
"Rpl3913",0.000258320061331189,0.238762724655666,1,1,0.926077419872313,"41","Rpl39",0,0
"Rps312",0.000295340335139945,0.199423832170435,1,1,1,"41","Rps3",0,0
"Rpl3611",0.000552484623241089,0.203610304647799,1,1,1,"41","Rpl36",0,0
"Mif12",0.000604280822468915,0.108891937441887,1,0.979,1,"41","Mif",0.021,0.015228387614575
"Pabpc14",0.000611793713163944,0.105965828155839,1,0.998,1,"41","Pabpc1",0.002,0.00144341686966884
"Stmn111",0.000827159436293761,0.244934911364751,1,0.998,1,"41","Stmn1",0.002,0.00144341686966884
"Npm112",0.000959197626612123,0.126912752320981,1,1,1,"41","Npm1",0,0
"Ncl9",0.00100705102953588,0.105009217031714,1,1,1,"41","Ncl",0,0
"Rps611",0.00100733347895702,0.227094448679229,1,1,1,"41","Rps6",0,0
"Rpl1311",0.00105766131974898,0.222146618465717,1,1,1,"41","Rpl13",0,0
"Rpl179",0.00136369314752554,0.215320170522301,1,1,1,"41","Rpl17",0,0
"Rpl1812",0.00155420272925126,0.164451831710015,1,1,1,"41","Rpl18",0,0
"Rpl2210",0.00192033567217709,0.132716733770639,1,1,1,"41","Rpl22",0,0
"Rpl2711",0.00205857809936775,0.124652941190049,1,1,1,"41","Rpl27",0,0
"Rpl2612",0.00208292848010428,0.192203004221573,1,0.999,1,"41","Rpl26",0.001,0.000721527917459226
"Rps710",0.00299897583326496,0.205190157611544,1,1,1,"41","Rps7",0,0
"Rpl3812",0.00306683933840288,0.152098440142184,1,1,1,"41","Rpl38",0,0
"Rpsa10",0.00358308552146396,0.182698501719164,1,1,1,"41","Rpsa",0,0
"Rpl3212",0.00395553854070132,0.231057135494944,1,1,1,"41","Rpl32",0,0
"Eef1b210",0.00399825554650927,0.1141593593772,1,0.999,1,"41","Eef1b2",0.001,0.000721527917459226
"Rpl511",0.00426927581679301,0.107571232899498,1,1,1,"41","Rpl5",0,0
"Rpl23a10",0.00546439554962308,0.175622709773451,1,1,1,"41","Rpl23a",0,0
"Rpl1410",0.00853689703699502,0.163946317571027,1,1,1,"41","Rpl14",0,0
"Rpl36a12",0.00862465056971139,0.153795493645624,1,1,1,"41","Rpl36a",0,0
"Rps2610",0.00925376035790089,0.125723945713798,1,1,1,"41","Rps26",0,0
"Cebpe13",2.26941101443244e-15,0.309902154305959,1,0.408,8.13583848674031e-12,"5","Cebpe",0.592,0.50635266602479
"Ffar25",2.76209041070234e-15,0.137979256219215,1,0.298,9.9020941223679e-12,"5","Ffar2",0.702,0.623709616662948
"C311",9.75967694217049e-15,0.210414631785628,1,0.34,3.49884418376812e-11,"5","C3",0.66,0.577766999316952
"Fcnb15",2.09388101331387e-14,0.717875244986601,1,0.528,7.50656343273022e-11,"5","Fcnb",0.472,0.388355456626338
"Chil315",2.25825436162065e-14,1.13255236271188,1,0.891,8.09584188641005e-11,"5","Chil3",0.109,0.0808506367123255
"Hmgn214",2.57882512738557e-14,0.737503646449241,1,0.986,9.24508808167727e-11,"5","Hmgn2",0.014,0.0101343771337131
"Camp16",3.46208232529189e-14,1.90461030425296,1,0.987,1.24115651361714e-10,"5","Camp",0.013,0.00940812741241696
"Wfdc2117",8.57264871685232e-14,0.865744480844064,1,0.754,3.07329456499156e-10,"5","Wfdc21",0.246,0.189351252217354
"Clec4a215",1.68319421851468e-13,0.242993868117109,1,0.417,6.03425127337511e-10,"5","Clec4a2",0.583,0.497160241744068
"Serpinb1a14",2.03044813804897e-13,0.590187712599936,1,0.904,7.27915657490555e-10,"5","Serpinb1a",0.096,0.0709665213541436
"Ncf413",2.1478861654136e-13,0.211980707323431,1,0.765,7.70017190300777e-10,"5","Ncf4",0.235,0.180331816503544
"Ltb4r112",3.09416597011695e-13,0.234371800632996,1,0.428,1.10925850028693e-09,"5","Ltb4r1",0.572,0.486004020632987
"Lta4h12",3.68979669327833e-13,0.397350084311644,1,0.911,1.32279211454028e-09,"5","Lta4h",0.089,0.0656722216846303
"Cd17715",4.59061465600085e-13,0.358376285094607,1,0.427,1.64573535417631e-09,"5","Cd177",0.573,0.487014665186323
"Cd6317",5.36388834600132e-13,0.517232300680057,1,0.844,1.92295397204147e-09,"5","Cd63",0.156,0.117161344232749
"Ltf15",6.6250699867475e-13,1.07683742588913,1,0.887,2.37508759024898e-09,"5","Ltf",0.113,0.0839055770616417
"Ngp15",6.97226237665309e-13,1.78348302164193,1,0.987,2.49955606203013e-09,"5","Ngp",0.013,0.00940812741241696
"Hsd11b18",7.31257780716835e-13,0.172875880842102,1,0.3,2.62155914386985e-09,"5","Hsd11b1",0.7,0.62148837674627
"Lmo413",7.62585513263196e-13,0.17058524935908,1,0.831,2.73386906504856e-09,"5","Lmo4",0.169,0.12736820886475
"Lcn218",1.30454336571685e-12,1.1605336636898,1,0.982,4.67678796609491e-09,"5","Lcn2",0.018,0.0130430374755988
"Cpne37",1.4373879043624e-12,0.121542814272938,0.989,0.594,5.15303563713921e-09,"5","Cpne3",0.395,0.319391646843272
"Mgst28",1.70931514005594e-12,0.17613281443551,0.978,0.437,6.12789477710053e-09,"5","Mgst2",0.541,0.460982364301774
"Cybb18",1.99037500145352e-12,0.469975476043882,1,0.601,7.13549438021088e-09,"5","Cybb",0.399,0.32102669214583
"Adpgk11",2.08704362502889e-12,0.202353156914004,0.978,0.414,7.48205139572858e-09,"5","Adpgk",0.564,0.484260305949712
"1810037I17Rik8",2.13884456956259e-12,0.235930571200521,1,0.976,7.6677577818819e-09,"5","1810037I17Rik",0.024,0.0174170530774094
"Trem313",3.21901753154135e-12,0.223150960179389,0.989,0.381,1.15401778505757e-08,"5","Trem3",0.608,0.526329956575693
"Itgb2l8",3.75921462234995e-12,0.117300928644068,0.956,0.19,1.34767844211246e-08,"5","Itgb2l",0.766,0.716944796756928
"S100a918",3.86149688686302e-12,1.62535079419515,1,1,1.38434663394039e-08,"5","S100a9",0,0
"Cyba19",5.16439624397647e-12,0.528941170981572,1,0.997,1.85143605346557e-08,"5","Cyba",0.003,0.00216566721811454
"Pglyrp117",5.55816369648755e-12,0.70824135324448,1,0.922,1.99260168519079e-08,"5","Pglyrp1",0.078,0.0573916638883365
"Anxa118",5.70006875605525e-12,0.676056876938737,1,0.804,2.04347464904581e-08,"5","Anxa1",0.196,0.148800661406706
"Ckap411",6.08903747458682e-12,0.135316367175152,1,0.558,2.18291993463937e-08,"5","Ckap4",0.442,0.360304766600418
"Dstn13",6.84996382021622e-12,0.238865570276625,0.989,0.809,2.45571202954751e-08,"5","Dstn",0.18,0.136850868212503
"S100a818",7.08630210848507e-12,1.63588580235247,1,1,2.5404393058919e-08,"5","S100a8",0,0
"Igsf616",9.10115933131627e-12,0.189000775607753,1,0.52,3.26276562027688e-08,"5","Igsf6",0.48,0.395928676331139
"Gsn14",1.11841248644687e-11,0.145793629324111,1,0.555,4.00950876391202e-08,"5","Gsn",0.445,0.363085419644122
"Tuba4a8",4.585877311814e-11,0.28867124328166,1,0.984,1.64403701628532e-07,"5","Tuba4a",0.016,0.0115879742752118
"Ncf115",5.18520054023252e-11,0.223292640810045,1,0.7,1.85889439367336e-07,"5","Ncf1",0.3,0.234465253637023
"Lrg116",6.70205876670508e-11,0.186438247052767,1,0.389,2.40268806786377e-07,"5","Lrg1",0.611,0.525953400680694
"Lyz220",6.95556132945451e-11,1.00240616803961,1,0.997,2.49356873660944e-07,"5","Lyz2",0.003,0.00216566721811454
"Rgcc5",8.13399747142836e-11,0.119965568090198,0.944,0.463,2.91603809350707e-07,"5","Rgcc",0.481,0.410098449467294
"Hp18",1.09543372792389e-10,0.532130615790141,1,0.894,3.92712991460714e-07,"5","Hp",0.106,0.078563669193702
"Tmed36",1.22757631216488e-10,0.163049522179276,1,0.979,4.40086107911109e-07,"5","Tmed3",0.021,0.015228387614575
"Itgam11",1.9168158421319e-10,0.10412731500508,0.967,0.313,6.87178479404286e-07,"5","Itgam",0.654,0.583130041385643
"Ms4a311",2.27886065048959e-10,0.302804665630935,1,0.829,8.16971543200518e-07,"5","Ms4a3",0.171,0.128944924913371
"Clec12a10",2.28564733244205e-10,0.24129996484641,1,0.728,8.19404568680474e-07,"5","Clec12a",0.272,0.210896782498619
"Ly6c222",5.61020972952942e-10,0.555418796345251,1,0.992,2.0112601880363e-06,"5","Ly6c2",0.00800000000000001,0.00578235259400618
"Anxa310",2.01672213080815e-09,0.134184752911362,1,0.607,7.22994883894721e-06,"5","Anxa3",0.393,0.315630070986993
"Tmsb4x24",3.25058149280774e-09,0.853370152999654,1,1,1.16533346517158e-05,"5","Tmsb4x",0,0
"Ifitm616",7.4362666437832e-09,0.25872722387447,1,0.863,2.66590159179628e-05,"5","Ifitm6",0.137,0.10237232572045
"Alox5ap19",8.94269074989608e-09,0.205586684197056,1,0.971,3.20595463383774e-05,"5","Alox5ap",0.029,0.0210722236186012
"Cnn218",4.38876043028586e-08,0.231229799793528,1,0.942,0.000157337061425748,"5","Cnn2",0.0580000000000001,0.0424567992428949
"Elane10",4.67010394604731e-08,0.456230049847564,1,0.968,0.000167423226465796,"5","Elane",0.032,0.0232697793228473
"Ccnd313",6.12059565361259e-08,0.228122307505391,1,0.981,0.000219423354182011,"5","Ccnd3",0.019,0.0137711197726006
"Cd914",6.18668569450009e-08,0.133090213311244,0.989,0.679,0.000221792682147828,"5","Cd9",0.31,0.244441045896714
"S100a1119",1.00635995078431e-07,0.385475009486039,0.989,0.978,0.000360780042356176,"5","S100a11",0.011,0.00800085007463315
"Ap3s19",1.0856682209405e-07,0.116694896430973,1,0.897,0.000389212057207168,"5","Ap3s1",0.103,0.0762803212506114
"Gstm15",2.04831066166519e-07,0.138658808378344,1,0.849,0.000734319372206969,"5","Gstm1",0.151,0.113254775257891
"Gsr16",3.4269740951128e-07,0.154737263365745,0.978,0.773,0.00122857021309794,"5","Gsr",0.205,0.157849889860422
"Mgst118",4.42124130555808e-07,0.108088416916326,0.989,0.748,0.00158501500804257,"5","Mgst1",0.241,0.186338091333146
