"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Fkbp33",1.63831734445948e-08,0.11725055516702,1,0.993,5.87336767988724e-05,"21","Fkbp3",0.00700000000000001,0.00505828982302899
"Tk1",1.86333761421377e-08,0.126255902962835,0.926,0.682,6.68006534695635e-05,"21","Tk1",0.244,0.195429997588315
"Nucks12",2.69131912593127e-08,0.140465860198403,1,0.932,9.64837906646362e-05,"21","Nucks1",0.0679999999999999,0.0499049058263139
"Mcm31",5.60334266276664e-08,0.133328377670528,0.987,0.816,0.000200879834460184,"21","Mcm3",0.171,0.129827669958755
"Prdx14",6.86670135324126e-08,0.190555979871498,1,0.999,0.000246171243513699,"21","Prdx1",0.001,0.000721527917459226
"Dtymk",7.84716371846059e-08,0.108102194585105,1,0.944,0.000281320819306812,"21","Dtymk",0.056,0.0409717810563061
"Hmgn28",1.00618301503703e-07,0.248400695614724,1,0.986,0.000360716610890773,"21","Hmgn2",0.014,0.0101343771337131
"Mrpl18",1.26118568201637e-07,0.115199895264925,1,0.99,0.000452135067002869,"21","Mrpl18",0.01,0.00723156923107573
"Dut",1.70362830621819e-07,0.195984121433459,1,0.966,0.000610750747779219,"21","Dut",0.034,0.0247366783215065
"Snrpe1",1.76651124966175e-07,0.163332138773985,1,0.999,0.000633294283003739,"21","Snrpe",0.001,0.000721527917459226
"Dctpp13",3.07336478042889e-07,0.136470817961019,1,0.94,0.00110180127378376,"21","Dctpp1",0.0600000000000001,0.0439433475875972
"H2ac24",3.16524147974755e-07,0.179071759277406,0.852,0.46,0.0011347390704895,"21","H2ac24",0.392,0.343115729492857
"Cbx32",3.7242947387684e-07,0.106886311064541,0.966,0.82,0.00133515966384847,"21","Cbx3",0.146,0.111324871254522
"Snrpd12",4.74583816359972e-07,0.143433522484115,1,0.996,0.0017013829816505,"21","Snrpd1",0.004,0.00288827932482635
"Arl6ip12",5.01520042310975e-07,0.144582224592437,1,0.992,0.00179794935168485,"21","Arl6ip1",0.00800000000000001,0.00578235259400618
"Tmsb105",9.34077586116893e-07,0.361694798655259,1,0.991,0.00334866814622906,"21","Tmsb10",0.00900000000000001,0.00650677894158448
"Ranbp13",1.30134317778696e-06,0.198329950243017,1,0.989,0.00466531529236626,"21","Ranbp1",0.011,0.00795672382834308
"Ccnd36",1.370573850817e-06,0.166588689296194,1,0.981,0.00491350725517895,"21","Ccnd3",0.019,0.0137711197726006
"Dntt2",2.03441196672205e-06,0.147986284632999,0.899,0.508,0.00729336690069855,"21","Dntt",0.391,0.332603476880833
"H2az12",3.15803787207746e-06,0.24626297017702,0.993,0.93,0.0113215657713977,"21","H2az1",0.0629999999999999,0.046340862683615
"Erh3",3.43152114837779e-06,0.143486277697628,1,0.995,0.0123020033169344,"21","Erh",0.005,0.00361125355237883
"Ube2s3",3.72814920952063e-06,0.131737622091094,1,0.931,0.0133654149161315,"21","Ube2s",0.069,0.0506518357114366
"Cdk43",4.62487948755604e-06,0.170331616642694,1,0.985,0.0165801929628884,"21","Cdk4",0.015,0.0108609926317669
"Ybx14",9.60179308804264e-06,0.191017785686384,1,1,0.0344224282206329,"21","Ybx1",0,0
"Ran4",9.75811320492643e-06,0.253771561540433,1,0.998,0.0349828358396612,"21","Ran",0.002,0.00144341686966884
"Banf12",1.19898326072736e-05,0.12760160118981,1,0.991,0.0429835498970759,"21","Banf1",0.00900000000000001,0.00650677894158448
"Srsf72",1.49377255947003e-05,0.131006514101728,1,0.997,0.0535517462570005,"21","Srsf7",0.003,0.00216566721811454
"Anp32b2",2.23680004568146e-05,0.147327338330708,1,0.997,0.0801892816376804,"21","Anp32b",0.003,0.00216566721811454
"Set3",3.0341741143084e-05,0.148435470164173,1,0.983,0.108775141997956,"21","Set",0.017,0.012315322433239
"Snrpd22",4.40805197772859e-05,0.110267560905732,1,0.998,0.15802866340157,"21","Snrpd2",0.002,0.00144341686966884
"Phgdh3",5.92185822042443e-05,0.100796018792296,1,0.909,0.212298617202216,"21","Phgdh",0.091,0.0671828972581493
"Hint13",7.36693705126671e-05,0.150514373888206,1,0.999,0.264104693287911,"21","Hint1",0.001,0.000721527917459226
"Snrpg2",0.000126573041982703,0.141177061170399,1,0.999,0.45376435550799,"21","Snrpg",0.001,0.000721527917459226
"Rpl154",0.000155944044443179,0.174328669288114,1,1,0.559059399328795,"21","Rpl15",0,0
"Cd24a5",0.000346262063412184,0.160986425874962,1,0.98,1,"21","Cd24a",0.02,0.0144995696951152
"Psmb83",0.000384627081607405,0.115190057396739,1,0.993,1,"21","Psmb8",0.00700000000000001,0.00505828982302899
"Cox8a1",0.000879605118930193,0.120659968088546,1,1,1,"21","Cox8a",0,0
"Hsp90aa12",0.00215650513283091,0.132410600842148,1,0.998,1,"21","Hsp90aa1",0.002,0.00144341686966884
"Macroh2a13",0.00419038823053492,0.102195436384457,0.987,0.801,1,"21","Macroh2a1",0.186,0.141793691343394
"Mif3",0.00523770533328606,0.165279581160351,1,0.979,1,"21","Mif",0.021,0.015228387614575
"Fpr22",1.45769367294712e-16,0.144936487412663,1,0.158,5.22583181751541e-13,"22","Fpr2",0.842,0.788364746672851
"Slfn43",1.80162028178595e-16,0.138639565987042,1,0.176,6.45880871020265e-13,"22","Slfn4",0.824,0.766111939825723
"Ly6g4",1.82990668040098e-16,0.2198252388791,1,0.349,6.56021544923751e-13,"22","Ly6g",0.651,0.56810965171382
"Camp7",1.90685166129313e-16,1.87015872297494,1,0.987,6.83606320573586e-13,"22","Camp",0.013,0.00940812741241696
"Chil14",2.08745636927957e-16,0.196275766697245,1,0.283,7.48353108386724e-13,"22","Chil1",0.717,0.640478829572405
"Slc2a33",3.08417653774249e-16,0.106516027073159,1,0.201,1.10567728878068e-12,"22","Slc2a3",0.799,0.735763848956453
"Itgb2l5",3.65428121529606e-16,0.174128256021261,1,0.189,1.31005981568364e-12,"22","Itgb2l",0.811,0.750251284916431
"Padi42",3.76621020912255e-16,0.108769680447049,1,0.247,1.35018635997043e-12,"22","Padi4",0.753,0.681538534832417
"G0s24",3.9404390376799e-16,0.185759930436473,1,0.277,1.41264739500825e-12,"22","G0s2",0.723,0.647241474959363
"Itgam5",5.42226616765959e-16,0.241867352553737,1,0.313,1.94388242110596e-12,"22","Itgam",0.687,0.6071330837692
"AA4671974",5.86285687300109e-16,0.224327075198512,1,0.313,2.10183418897089e-12,"22","AA467197",0.687,0.6071330837692
"Mcemp14",7.03741777620062e-16,0.201183466728864,1,0.374,2.52291427276792e-12,"22","Mcemp1",0.626,0.541617995843987
"Ifitm65",8.33130811614035e-16,1.10422640021231,1,0.863,2.98677395963632e-12,"22","Ifitm6",0.137,0.10237232572045
"Ngp6",8.3758097682862e-16,2.22752041919997,1,0.987,3.0027278019306e-12,"22","Ngp",0.013,0.00940812741241696
"S100a86",1.04860726605004e-15,2.32567664914052,1,1,3.75925704878939e-12,"22","S100a8",0,0
"C5ar12",1.06700055154299e-15,0.120540227687371,0.989,0.164,3.82519697728162e-12,"22","C5ar1",0.825,0.77295221792546
"Cd1775",1.09726993474621e-15,0.593791150934677,1,0.427,3.93371271606517e-12,"22","Cd177",0.573,0.487014665186323
"Lrg16",1.29453704605736e-15,0.455306794159854,1,0.389,4.64091531011563e-12,"22","Lrg1",0.611,0.525953400680694
"Lcn26",1.31233159590011e-15,1.88474721550231,1,0.982,4.70470877130189e-12,"22","Lcn2",0.018,0.0130430374755988
"S100a97",1.31284249953344e-15,2.42596069500228,1,1,4.7065403608274e-12,"22","S100a9",0,0
"Mmp84",1.57151418931007e-15,0.800053185542755,1,0.766,5.63387836867659e-12,"22","Mmp8",0.234,0.179514657013621
"Adpgk5",1.67368129904922e-15,0.301403526891087,1,0.414,6.00014745709145e-12,"22","Adpgk",0.586,0.500217879852688
"Slfn13",1.72046164501081e-15,0.108021235860062,1,0.21,6.16785499736377e-12,"22","Slfn1",0.79,0.72499295250013
"Retnlg4",1.7345390266729e-15,1.08578478371046,1,0.924,6.21832241062235e-12,"22","Retnlg",0.076,0.0558912008920452
"Lyz26",1.83386791254748e-15,1.82743630787832,1,0.997,6.57441646648271e-12,"22","Lyz2",0.003,0.00216566721811454
"Ltf6",1.93581339586133e-15,1.63362656087314,1,0.887,6.93989102416287e-12,"22","Ltf",0.113,0.0839055770616417
"Mmp95",2.2430777931722e-15,0.581235935586928,1,0.484,8.04143388852234e-12,"22","Mmp9",0.516,0.430508908041284
"Mgst16",2.5066724495096e-15,0.382881229392867,1,0.748,8.98642073149192e-12,"22","Mgst1",0.252,0.194294815161489
"Pilra2",2.58981321302315e-15,0.145782527415038,1,0.21,9.284480368688e-12,"22","Pilra",0.79,0.72499295250013
"Ckap45",2.79863888959754e-15,0.211457703958406,1,0.558,1.00331204192072e-11,"22","Ckap4",0.442,0.360304766600418
"Pglyrp17",3.36434015257166e-15,0.985514699283738,1,0.922,1.20611594469694e-11,"22","Pglyrp1",0.078,0.0573916638883365
"Cybb7",3.50163386438285e-15,0.576536236366909,1,0.601,1.25533574038125e-11,"22","Cybb",0.399,0.32102669214583
"Cxcr23",3.61046912039326e-15,0.103204348779078,0.978,0.163,1.29435317966098e-11,"22","Cxcr2",0.815,0.766191329285892
"Anxa17",3.85470566772684e-15,1.06338926309467,1,0.804,1.38191198188007e-11,"22","Anxa1",0.196,0.148800661406706
"S100a64",3.9621356540757e-15,0.74249468990926,1,0.905,1.42042563198614e-11,"22","S100a6",0.095,0.0702090022814026
"Cpne34",4.40261914574108e-15,0.146490473116957,1,0.593,1.57833896374818e-11,"22","Cpne3",0.407,0.328253733136777
"Plp24",4.8603483178961e-15,0.130677368246057,1,0.655,1.74243487196575e-11,"22","Plp2",0.345,0.273168782967507
"Mxd16",5.11772263462664e-15,0.219246351190108,1,0.422,1.83470356451365e-11,"22","Mxd1",0.578,0.492078535042672
"Mrgpra2b2",5.39878812969342e-15,0.100537972581189,1,0.229,1.93546554449509e-11,"22","Mrgpra2b",0.771,0.702515084289425
"Lmo46",6.59714604462339e-15,0.161107087430439,1,0.831,2.36507685699748e-11,"22","Lmo4",0.169,0.12736820886475
"Alox5ap7",7.66395849636845e-15,0.489021175178457,1,0.971,2.74752912094809e-11,"22","Alox5ap",0.029,0.0210722236186012
"Wfdc218",1.35084771795647e-14,0.809369152096617,1,0.754,4.84278906887394e-11,"22","Wfdc21",0.246,0.189351252217354
"Slpi4",1.39226692335165e-14,0.486323198961798,1,0.945,4.99127692021566e-11,"22","Slpi",0.055,0.040229844788533
"Chil36",1.50895338625126e-14,0.803093455891554,1,0.891,5.40959788971077e-11,"22","Chil3",0.109,0.0808506367123255
"Cd528",1.55097084341862e-14,0.835175055012967,1,0.984,5.56023047365574e-11,"22","Cd52",0.016,0.0115879742752118
"Ncf16",1.60893822234887e-14,0.320267631260274,1,0.7,5.76804352712069e-11,"22","Ncf1",0.3,0.234465253637023
"Lilrb4a3",2.50073474423069e-14,0.101917700597434,1,0.296,8.96513405806703e-11,"22","Lilrb4a",0.704,0.625934281777462
"Hdc3",2.8625899296441e-14,0.175304153453833,1,0.416,1.02623848977741e-10,"22","Hdc",0.584,0.49817873457909
"Slfn25",2.9111657513634e-14,0.170753057894669,1,0.476,1.04365292186378e-10,"22","Slfn2",0.524,0.438307278601691
"Lcp16",3.94161973737511e-14,0.339978941349119,1,0.942,1.41307067584898e-10,"22","Lcp1",0.0580000000000001,0.0424567992428949
"Gsn6",5.83243117630037e-14,0.175823283370895,1,0.555,2.09092657670368e-10,"22","Gsn",0.445,0.363085419644122
"Plbd14",7.04095125226365e-14,0.269134645947705,1,0.323,2.52418102393652e-10,"22","Plbd1",0.677,0.59618693838341
"S100a118",9.41330048830858e-14,0.851531785312491,1,0.978,3.37466822505863e-10,"22","S100a11",0.022,0.0159575739029763
"Cyba8",1.12893486591007e-13,0.560327543680176,1,0.997,4.04723149428761e-10,"22","Cyba",0.003,0.00216566721811454
"Ppp1r184",1.65027567398033e-13,0.128041339713742,1,0.754,5.91623829121949e-10,"22","Ppp1r18",0.246,0.189351252217354
"Dstn8",1.6602077544853e-13,0.25416425814392,1,0.808,5.9518447998298e-10,"22","Dstn",0.192,0.145605322246899
"Myo1f3",1.94643625486422e-13,0.121845157479747,1,0.526,6.97797397368824e-10,"22","Myo1f",0.474,0.390245037827556
"Grina5",1.97622013078023e-13,0.226198151050873,1,0.758,7.08474916884711e-10,"22","Grina",0.242,0.186064929518683
"Tyrobp7",2.2135356339196e-13,0.729195539374781,1,0.996,7.93552524760176e-10,"22","Tyrobp",0.004,0.00288827932482635
"Cnn28",2.91683314484097e-13,0.369102594623684,1,0.942,1.04568468242549e-09,"22","Cnn2",0.0580000000000001,0.0424567992428949
"Lst16",4.37178012992397e-13,0.168342477368351,1,0.882,1.56728317657774e-09,"22","Lst1",0.118,0.0877333719335502
"C36",5.16950987139309e-13,0.133257804239646,1,0.34,1.85326928889442e-09,"22","C3",0.66,0.577766999316952
"Cd97",5.66399427635492e-13,0.271296159319666,1,0.679,2.03054194807324e-09,"22","Cd9",0.321,0.252397769725057
"Fcer1g6",5.83422928630306e-13,0.644567649065299,1,0.995,2.09157119913965e-09,"22","Fcer1g",0.005,0.00361125355237883
"Lgals36",6.41955219150105e-13,0.447551525572897,1,0.781,2.30140946065313e-09,"22","Lgals3",0.219,0.167312483560468
"Anxa26",8.09324842483463e-13,0.382321483062455,1,0.846,2.90142956030321e-09,"22","Anxa2",0.154,0.115597447016313
"Clec4a28",8.68501398929359e-13,0.197574225859104,1,0.417,3.11357751516175e-09,"22","Clec4a2",0.583,0.497160241744068
"Ltb4r17",9.26502898251106e-13,0.208510081503635,1,0.428,3.32151289023022e-09,"22","Ltb4r1",0.572,0.486004020632987
"Ncf47",1.35332668544194e-12,0.192964462877892,1,0.765,4.85167616730935e-09,"22","Ncf4",0.235,0.180331816503544
"Trem37",1.93996800468805e-12,0.213453159709349,1,0.381,6.95478529680665e-09,"22","Trem3",0.619,0.534286680404036
"Gda3",2.02688653830064e-12,0.139626757580664,1,0.595,7.26638823980779e-09,"22","Gda",0.405,0.326443576009855
"Tmsb4x10",2.14304621639203e-12,1.08374315486712,1,1,7.68282068576543e-09,"22","Tmsb4x",0,0
"Cebpe7",3.52193767116651e-12,0.169695862635902,1,0.408,1.26261465511319e-08,"22","Cebpe",0.592,0.50635266602479
"Hcst6",6.00618285325633e-12,0.134291454103915,1,0.799,2.15321655289239e-08,"22","Hcst",0.201,0.152804813410605
"Lyz16",6.9860009580675e-12,0.262429286449019,1,0.787,2.5044813434672e-08,"22","Lyz1",0.213,0.162460365620596
"Hp7",9.97690812641061e-12,0.611655022803407,1,0.894,3.57672156331821e-08,"22","Hp",0.106,0.078563669193702
"Ifitm35",1.14467985979646e-11,0.397934043697282,1,0.991,4.10367729737031e-08,"22","Ifitm3",0.00900000000000001,0.00650677894158448
"Lsp16",3.49139461570994e-11,0.233952682303871,1,0.849,1.25166496973201e-07,"22","Lsp1",0.151,0.113254775257891
"Actb6",3.72307112979657e-11,0.505592945767462,1,1,1.33472100003207e-07,"22","Actb",0,0
"Serpinb1a8",8.03408552654741e-11,0.286958116545422,1,0.904,2.88021966126724e-07,"22","Serpinb1a",0.096,0.0709665213541436
"Ccl64",1.32968030012385e-10,0.221425089880936,0.989,0.738,4.766903875944e-07,"22","Ccl6",0.251,0.194615194019344
"Gsr9",1.35878866559758e-10,0.218940546177711,1,0.773,4.87125736616734e-07,"22","Gsr",0.227,0.173807463763398
"Igsf68",3.34608956143949e-10,0.141427023571557,1,0.52,1.19957310777606e-06,"22","Igsf6",0.48,0.395928676331139
"Dusp14",4.4932292737687e-10,0.127442780380495,0.989,0.913,1.61082269464608e-06,"22","Dusp1",0.076,0.0562064024876314
"Zfp365",7.90895472136182e-10,0.136673083405179,1,0.93,2.83536026760821e-06,"22","Zfp36",0.07,0.0513991525066441
"Fos4",1.22345509841288e-09,0.170895081424599,1,0.98,4.38608652781017e-06,"22","Fos",0.02,0.0144995696951152
"Fcnb7",1.23952922914455e-09,0.157190936763369,0.989,0.528,4.44371228648321e-06,"22","Fcnb",0.461,0.380398732797995
"Msrb18",1.66426485241853e-09,0.239464584119146,1,0.902,5.96638949592042e-06,"22","Msrb1",0.098,0.0724827538015235
"St3gal53",2.98805704392371e-09,0.108070405648896,1,0.443,1.07121845024665e-05,"22","St3gal5",0.557,0.470928700170889
"Ccnd37",4.17503718673216e-09,0.205988747511237,1,0.981,1.49675083144348e-05,"22","Ccnd3",0.019,0.0137711197726006
"Lta4h8",2.12342966239248e-08,0.104989198240652,1,0.911,7.61249533967704e-05,"22","Lta4h",0.089,0.0656722216846303
"Limd211",2.4413794452192e-08,0.150423087808636,1,0.982,8.75234531111082e-05,"22","Limd2",0.018,0.0130430374755988
"Sat14",3.25527466871658e-08,0.102119932840593,0.989,0.857,0.000116701596873489,"22","Sat1",0.132,0.099069460898323
"Hmgn29",3.55434507066269e-08,0.293571920987367,1,0.986,0.000127423270783257,"22","Hmgn2",0.014,0.0101343771337131
"Klf27",5.66198839006664e-08,0.118264722153737,1,0.956,0.000202982283783889,"22","Klf2",0.044,0.0320936297098533
"Anxa37",9.4817087190023e-08,0.102295852772728,1,0.607,0.000339919257576232,"22","Anxa3",0.393,0.315630070986993
"Fcgr36",4.91469162608871e-07,0.110508620665132,1,0.62,0.0017619169479528,"22","Fcgr3",0.38,0.3040061868901
"Cd535",7.60553120576078e-07,0.132712313782424,1,0.821,0.00272658293726524,"22","Cd53",0.179,0.135269077685249
"Ly6c28",1.00195944699969e-06,0.279609332342395,1,0.992,0.00359202461749388,"22","Ly6c2",0.00800000000000001,0.00578235259400618
"Igkc4",0.000207770730166304,0.145017954415005,0.967,0.875,0.744858067646201,"22","Igkc",0.092,0.0691063620079248
"Orm1",1.4440212174413e-09,0.130506655619949,1,0.142,5.17681606452707e-06,"23","Orm1",0.858,0.808437349299244
"Gca",3.98254625254995e-09,0.118947054751211,1,0.162,1.42774283153916e-05,"23","Gca",0.838,0.783389931257558
"Rflnb",2.60821778504743e-08,0.138674334822986,1,0.196,9.35046075939502e-05,"23","Rflnb",0.804,0.741782610463982
"1700020L24Rik1",4.3169240702697e-08,0.107989228165645,1,0.226,0.000154761727919169,"23","1700020L24Rik",0.774,0.706041020971306
"Abhd5",6.31094700556414e-08,0.122985091108755,1,0.22,0.000226247450149474,"23","Abhd5",0.78,0.713118852211838
"Cebpe8",1.22107190465935e-07,0.467144771266542,1,0.415,0.000437754277820378,"23","Cebpe",0.585,0.499197946942842
"Ffar23",1.39936320391921e-07,0.228577243529453,1,0.307,0.000501671708605036,"23","Ffar2",0.693,0.613740858866654
"C37",1.85110570352784e-07,0.303093678829594,1,0.348,0.00066362139471473,"23","C3",0.652,0.569179503480229
"Hsd11b16",4.41663012500817e-07,0.239711793818502,1,0.309,0.00158336189981543,"23","Hsd11b1",0.691,0.611534902716846
"Fcnb8",5.54686701511305e-07,1.06774428988054,1,0.534,0.00198855182491803,"23","Fcnb",0.466,0.382701517159154
"Clec4a29",5.68647172569718e-07,0.336440084785807,1,0.424,0.00203860011366244,"23","Clec4a2",0.576,0.490050853695689
"Hmgn210",9.13578089851972e-07,1.27221806297414,1,0.986,0.00327517745211932,"23","Hmgn2",0.014,0.0101343771337131
"Chil37",9.35979970752126e-07,1.75852980081182,1,0.893,0.00335548819514637,"23","Chil3",0.107,0.079325588958382
"Wfdc219",1.12768836600798e-06,1.28551070355709,1,0.757,0.0040427627921386,"23","Wfdc21",0.243,0.186885808653711
"Ltb4r18",1.18571956199175e-06,0.310354767834772,1,0.435,0.00425080462974043,"23","Ltb4r1",0.565,0.478949263099037
"Tuba4a5",1.23531728961525e-06,0.557033487194063,1,0.984,0.00442861248327067,"23","Tuba4a",0.016,0.0115879742752118
"Mgst26",1.31678311933962e-06,0.247481726255999,1,0.443,0.00472066748283253,"23","Mgst2",0.557,0.470928700170889
"Itgb2l6",1.62953328609333e-06,0.173613324761224,1,0.199,0.0058418768306446,"23","Itgb2l",0.801,0.738168341247863
"Chil15",1.62953328609333e-06,0.167716461738346,1,0.291,0.0058418768306446,"23","Chil1",0.709,0.631510999354896
"Camp8",2.02772383836551e-06,2.79086511520282,1,0.987,0.00726938996054037,"23","Camp",0.013,0.00940812741241696
"Serpinb1a9",2.12817825274524e-06,0.832115459416816,1,0.906,0.00762951903609169,"23","Serpinb1a",0.094,0.069451880752145
"Lta4h9",2.21970068269028e-06,0.592109360875227,1,0.912,0.00795762694744466,"23","Lta4h",0.088,0.0649174766813384
"Cyba9",2.23340890592636e-06,0.687581334272121,1,0.997,0.008006770927746,"23","Cyba",0.003,0.00216566721811454
"Asf1b2",2.43120846227687e-06,0.227277386421043,1,0.651,0.00871588233726257,"23","Asf1b",0.349,0.276659879748829
"Ncf48",3.22800224848921e-06,0.274580721534977,1,0.768,0.0115723880608338,"23","Ncf4",0.232,0.177881725270655
"1810037I17Rik6",3.29381636846452e-06,0.351300352770481,1,0.977,0.0118083316809453,"23","1810037I17Rik",0.023,0.0166871289328792
"Cybb8",3.42006284142065e-06,0.661519911262155,1,0.606,0.012260925286493,"23","Cybb",0.394,0.316528107144773
"Rnaseh2c4",4.3857385690371e-06,0.17972431901924,1,0.988,0.015722872769998,"23","Rnaseh2c",0.012,0.00868224309980077
"Spc251",4.56303713799485e-06,0.172072902323135,1,0.538,0.0163584881397115,"23","Spc25",0.462,0.37894449670026
"Actn4",4.99659650501695e-06,0.119034688377371,1,0.878,0.0179127984704858,"23","Actn4",0.122,0.0908029370083125
"Id22",5.33788744163332e-06,0.164227770064632,1,0.356,0.0191363264782555,"23","Id2",0.644,0.560642821525743
"Ngp7",6.40147166263351e-06,2.54535583177545,1,0.987,0.0229492759105411,"23","Ngp",0.013,0.00940812741241696
"Cdkn31",7.30353689165222e-06,0.165220057580727,1,0.464,0.0261831797565732,"23","Cdkn3",0.536,0.450084446378045
"Trem38",8.90531985034098e-06,0.253941303963218,1,0.388,0.0319255716634724,"23","Trem3",0.612,0.526992432083826
"Igsf69",1.20812572521098e-05,0.216235421934649,1,0.525,0.0433113072488137,"23","Igsf6",0.475,0.391190757324476
"Tuba1c2",1.45443646923112e-05,0.421392451854031,1,0.933,0.0521415474219357,"23","Tuba1c",0.0669999999999999,0.0491583624508513
"Ltf7",1.69570206224969e-05,1.53014241835427,1,0.888,0.0607909189316515,"23","Ltf",0.112,0.0831412353002459
"Ccnd38",2.00199930704046e-05,0.352548199099263,1,0.981,0.0717716751574005,"23","Ccnd3",0.019,0.0137711197726006
"Adpgk6",2.32057690406983e-05,0.247632233194351,1,0.421,0.0831926820109034,"23","Adpgk",0.579,0.493093445419307
"Dstn9",2.82800147371273e-05,0.283910406061361,1,0.811,0.101383852832601,"23","Dstn",0.189,0.143213453711919
"Cpne35",2.96498743046731e-05,0.171557057865168,1,0.598,0.106294799382253,"23","Cpne3",0.402,0.32373259173411
"S100a98",2.97529289790466e-05,1.97434964346133,1,1,0.106664250389882,"23","S100a9",0,0
"S100a87",2.97529289790466e-05,1.91415810361623,1,1,0.106664250389882,"23","S100a8",0,0
"Ly6c29",3.53907500051243e-05,0.59216570982174,1,0.992,0.12687583876837,"23","Ly6c2",0.00800000000000001,0.00578235259400618
"Pgp1",3.74978811091407e-05,0.131985019440995,1,0.783,0.134429903776269,"23","Pgp",0.217,0.165693297037092
"Plk11",3.75225334669392e-05,0.121646299565852,0.9,0.369,0.134518282478977,"23","Plk1",0.531,0.472876971960411
"Grn1",4.00023011215039e-05,0.129504468628106,1,0.855,0.143408249520591,"23","Grn",0.145,0.108580813153921
"Rgcc4",4.92060717067899e-05,0.143733661674708,1,0.469,0.176403767068842,"23","Rgcc",0.531,0.445165604105807
"Cd1776",5.16377159049222e-05,0.415034597274202,1,0.434,0.185121211519146,"23","Cd177",0.566,0.479954975960182
"Lcn27",5.90132950023309e-05,1.43364367696986,1,0.982,0.211562662583356,"23","Lcn2",0.018,0.0130430374755988
"Lmo47",6.86959309247535e-05,0.252282078963887,1,0.833,0.246274912365241,"23","Lmo4",0.167,0.125793214122201
"Mcemp15",7.09057422404758e-05,0.149562852188328,1,0.381,0.254197085932106,"23","Mcemp1",0.619,0.534286680404036
"Tmed34",7.2641638761667e-05,0.253874990254714,1,0.979,0.260420274960576,"23","Tmed3",0.021,0.015228387614575
"Racgap12",7.3370007841028e-05,0.17140358049096,0.9,0.589,0.263031478110085,"23","Racgap1",0.311,0.257880293869791
"Clec12a7",7.73124506677839e-05,0.298353435542522,1,0.731,0.277165135644005,"23","Clec12a",0.269,0.208394275295449
"Anxa18",9.52754953037934e-05,0.841918385340225,1,0.806,0.341562650664099,"23","Anxa1",0.194,0.147202107181229
"Anxa38",0.000108511857989817,0.164421280408985,1,0.612,0.389015010893494,"23","Anxa3",0.388,0.31114825613412
"Tmsb4x11",0.000114301537611438,0.971650967674486,1,1,0.409771012337004,"23","Tmsb4x",0,0
"Pkm5",0.000123939047755834,0.256667155991548,1,0.935,0.444321486204666,"23","Pkm",0.0649999999999999,0.0476664336303143
"Spc243",0.000124102759292642,0.188432161802925,1,0.808,0.44490839206412,"23","Spc24",0.192,0.145605322246899
"Hp8",0.000131701366068689,0.535482046630238,1,0.895,0.472149397356249,"23","Hp",0.105,0.077802151603633
"Kpna22",0.000137937550571782,0.153558026194081,0.9,0.534,0.49450611879984,"23","Kpna2",0.366,0.308700935715377
"Cd639",0.000156526209805516,0.598785010404649,1,0.846,0.561146462152774,"23","Cd63",0.154,0.115597447016313
"Ccna23",0.000184556769498358,0.278484848521777,1,0.7,0.661636018651614,"23","Ccna2",0.3,0.234465253637023
"Spi15",0.000190664385939426,0.141141677892811,1,0.831,0.683531823592843,"23","Spi1",0.169,0.12736820886475
"Cdkn2d3",0.000211901158549764,0.165401692993838,1,0.813,0.759665653400903,"23","Cdkn2d",0.187,0.141621074917929
"Ckap46",0.000225162602644428,0.158196869235908,1,0.563,0.807207930480274,"23","Ckap4",0.437,0.355682221662423
"Kif222",0.00023837938538433,0.105990814465317,0.9,0.449,0.854590096602823,"23","Kif22",0.451,0.390941823661381
"Pglyrp18",0.000316661796068521,0.727341120815114,1,0.923,1,"23","Pglyrp1",0.077,0.0566412373221898
"Rad211",0.000569677264326442,0.143287220676051,1,0.926,1,"23","Rad21",0.074,0.0543922968186277
"Bub33",0.000667892425061021,0.212066522296048,1,0.975,1,"23","Bub3",0.025,0.0181473467102592
"Lyz27",0.000669164612239955,1.15651897333631,1,0.997,1,"23","Lyz2",0.003,0.00216566721811454
"Atp6ap24",0.000691002528502862,0.110182938102769,1,0.902,1,"23","Atp6ap2",0.098,0.0724827538015235
"Incenp3",0.000700308524972222,0.107646394223179,0.9,0.579,1,"23","Incenp",0.321,0.266988247358073
"Ncf17",0.000855034364411137,0.210483366106448,1,0.704,1,"23","Ncf1",0.296,0.231074664436249
"Pclaf2",0.00119608729608445,0.235906977730792,1,0.783,1,"23","Pclaf",0.217,0.165693297037092
"Ms4a36",0.00137792228125371,0.298108714118571,1,0.831,1,"23","Ms4a3",0.169,0.12736820886475
"Lrg17",0.00145994650445336,0.156050573640677,1,0.396,1,"23","Lrg1",0.604,0.518701058452435
"Smc23",0.00163080489008733,0.122935929446819,1,0.7,1,"23","Smc2",0.3,0.234465253637023
"Gsn7",0.00219336311677263,0.149071142591652,0.9,0.561,1,"23","Gsn",0.339,0.283528881240401
"Ifitm66",0.00244558216735019,0.232387284523257,1,0.865,1,"23","Ifitm6",0.135,0.100824369519487
"Elane4",0.00301489821629833,0.409256755221263,1,0.969,1,"23","Elane",0.031,0.0225368887605336
"Cnn29",0.00484897608031925,0.222586650345922,1,0.942,1,"23","Cnn2",0.0580000000000001,0.0424567992428949
"Vim2",0.00500264493938991,0.189323683471707,1,0.964,1,"23","Vim",0.036,0.0262050703473939
